REPORT RequestId: fc96bec1-4ed2-4333-a749-e18a909e347a	Duration: 577.50 ms	Billed Duration: 1053 ms	Memory Size: 256 MB	Max Memory Used: 95 MB	Init Duration: 474.59 ms	
	REPORT RequestId: a46c8708-afcd-4d47-84ab-537c1979f7e2	Duration: 982.43 ms	Billed Duration: 983 ms	Memory Size: 1024 MB	Max Memory Used: 96 MB	
	REPORT RequestId: 85ba04dc-b374-4e91-9699-f9bbcd8feaac	Duration: 177.36 ms	Billed Duration: 178 ms	Memory Size: 1024 MB	Max Memory Used: 96 MB	
	REPORT RequestId: 25566092-a84b-4a61-a403-d082c928f95c	Duration: 212.10 ms	Billed Duration: 213 ms	Memory Size: 1024 MB	Max Memory Used: 96 MB	
	REPORT RequestId: 010eac82-b27c-425a-8622-cf4805e3209e	Duration: 261.81 ms	Billed Duration: 262 ms	Memory Size: 1024 MB	Max Memory Used: 96 MB	
	REPORT RequestId: e83e47d2-45b0-4258-aa61-25a799dcec29	Duration: 492.29 ms	Billed Duration: 493 ms	Memory Size: 1024 MB	Max Memory Used: 96 MB	
	REPORT RequestId: 650030ae-2f7a-465b-8858-7e82d666a27d	Duration: 367.67 ms	Billed Duration: 368 ms	Memory Size: 1024 MB	Max Memory Used: 96 MB	
	REPORT RequestId: febec539-eaa1-4c04-9eb7-9d287d466d92	Duration: 393.60 ms	Billed Duration: 394 ms	Memory Size: 1024 MB	Max Memory Used: 96 MB	
	REPORT RequestId: 1204fd09-4b09-4215-9c17-2a3b3dab72d0	Duration: 374.82 ms	Billed Duration: 375 ms	Memory Size: 1024 MB	Max Memory Used: 96 MB	
	REPORT RequestId: 8959e91c-7bfc-4793-a33a-82e86508b7f6	Duration: 407.78 ms	Billed Duration: 408 ms	Memory Size: 1024 MB	Max Memory Used: 96 MB	
	REPORT RequestId: f8ef26e7-2543-4cf1-ba47-bc74957c8f3a	Duration: 440.16 ms	Billed Duration: 441 ms	Memory Size: 1024 MB	Max Memory Used: 96 MB	
	REPORT RequestId: 34dacdaa-29bd-4d81-ba60-e46267d7ad2b	Duration: 570.23 ms	Billed Duration: 571 ms	Memory Size: 1024 MB	Max Memory Used: 96 MB	
	REPORT RequestId: b2263637-0b2c-47db-9a29-fe912786d61e	Duration: 478.32 ms	Billed Duration: 479 ms	Memory Size: 1024 MB	Max Memory Used: 96 MB	
	REPORT RequestId: aade5c4f-92d1-4903-9ba1-2935c9e742a6	Duration: 256.70 ms	Billed Duration: 754 ms	Memory Size: 1024 MB	Max Memory Used: 95 MB	Init Duration: 496.78 ms	
	REPORT RequestId: f166564a-d47c-45ff-a88d-837e21e8faf2	Duration: 231.50 ms	Billed Duration: 996 ms	Memory Size: 1024 MB	Max Memory Used: 96 MB	Init Duration: 763.99 ms	
	REPORT RequestId: 7eeefd33-005b-4486-88ef-0ab9f984b37c	Duration: 1378.96 ms	Billed Duration: 1891 ms	Memory Size: 1024 MB	Max Memory Used: 96 MB	Init Duration: 511.34 ms	
	REPORT RequestId: 69d9595d-9fa1-49a7-be3c-b6317157d050	Duration: 220.56 ms	Billed Duration: 701 ms	Memory Size: 1024 MB	Max Memory Used: 95 MB	Init Duration: 479.56 ms	
	REPORT RequestId: d48207e3-ac39-4283-acd0-80d44af7508b	Duration: 261.51 ms	Billed Duration: 733 ms	Memory Size: 1024 MB	Max Memory Used: 96 MB	Init Duration: 471.33 ms	
	REPORT RequestId: c2bfcb25-64c9-464c-9c1a-ab8f7ea4fadb	Duration: 262.77 ms	Billed Duration: 747 ms	Memory Size: 1024 MB	Max Memory Used: 96 MB	Init Duration: 483.89 ms	
	REPORT RequestId: 7a8c1417-950c-4a66-91d6-0ac7e751dda6	Duration: 248.41 ms	Billed Duration: 730 ms	Memory Size: 1024 MB	Max Memory Used: 95 MB	Init Duration: 480.64 ms	
	REPORT RequestId: 1c1c086f-65a8-4bf6-a201-7a5f1b9f585c	Duration: 248.85 ms	Billed Duration: 715 ms	Memory Size: 1024 MB	Max Memory Used: 96 MB	Init Duration: 465.66 ms	
	REPORT RequestId: 0431c900-fa08-4d7d-a8b5-dcab02d4f2e7	Duration: 265.85 ms	Billed Duration: 743 ms	Memory Size: 1024 MB	Max Memory Used: 95 MB	Init Duration: 477.01 ms	
	REPORT RequestId: 3763c352-5880-4057-b8a2-b752001ff744	Duration: 337.41 ms	Billed Duration: 820 ms	Memory Size: 1024 MB	Max Memory Used: 95 MB	Init Duration: 482.50 ms	

